基金碼,年月日,基金統編,公會基金類型,幣別,淨值(元),淨值變動率%-週
T3769B 國泰亞太息平衡B,2016/05/27,42331684B,跨國平衡-亞洲,TWD,10.3766,0.989791
T3769C 國泰亞太息平衡A$,2016/05/27,42331684C,跨國平衡-亞洲,USD,0.3196,1.686287
T3769D 國泰亞太息平衡B$,2016/05/27,42331684D,跨國平衡-亞洲,USD,0.3192,1.688437
T3769E 國泰亞太息平衡AC,2016/05/27,42331684E,跨國平衡-亞洲,CNY,2.1018,1.865943
T3769F 國泰亞太息平衡AA,2016/05/27,42331684F,跨國平衡-亞洲,AUD,0.4447,2.371086
T4332Y 華頓中國機會平衡,2016/05/27,38634406,跨國平衡-單一國,TWD,9.9913,-0.123955
T4703Y 台新高股息平衡,2016/05/27,21719942,平衡--一般股票型,TWD,25.2617,2.495679
T0105Y 兆豐國際萬全,2016/05/20,00971976,平衡--一般股票型,TWD,16.18,0.747199
T0121A 兆豐大中華平衡,2016/05/20,42334401A,跨國平衡-亞洲,TWD,9.44,0.854701
T0121B 兆豐大中華平衡 $,2016/05/20,42334401B,跨國平衡-亞洲,USD,9.49,0.636268
T0121C 兆豐大中華平衡 C,2016/05/20,42334401C,跨國平衡-亞洲,CNY,9.57,0.842993
T0320Y 第一金中概平衡,2016/05/20,99353151,平衡--一般股票型,TWD,19.07,0.421274
T0343A 第一金全球多息 A,2016/05/20,38539992A,跨國平衡-全球型,TWD,10.3565,0.070537
T0343B 第一金全球多息 B,2016/05/20,38539992B,跨國平衡-全球型,TWD,9.6058,0.07084
T0405Y 匯豐安富,2016/05/20,00971080,平衡--一般股票型,TWD,21.13,0.427756
T0458A 匯豐中多息平Aa,2016/05/20,38647535A,跨國平衡-單一國,TWD,10.4049,-0.221519
T0458B 匯豐中多息平Bd,2016/05/20,38647535B,跨國平衡-單一國,TWD,10.0451,-0.220515
T0458C 匯豐中多息平AaC,2016/05/20,38647535C,跨國平衡-單一國,CNY,10.49,-0.477214
T0458D 匯豐中多息平BdC,2016/05/20,38647535D,跨國平衡-單一國,CNY,10.1306,-0.489176
T0458E 匯豐中多息平Aa$,2016/05/20,38647535E,跨國平衡-單一國,USD,9.9986,-0.60441
T0458F 匯豐中多息平Bd$,2016/05/20,38647535F,跨國平衡-單一國,USD,9.67,-0.619714
T0591A 元大中平衡 CNY,2016/05/20,31830473B,跨國平衡-單一國,CNY,2.67,0.37594
T0591Y 元大中平衡 NTD,2016/05/20,31830473A,跨國平衡-單一國,TWD,13.28,0.529901
T0717Y 瀚亞理財通,2016/05/20,18036769,平衡--一般股票型,TWD,18.94,0.158646
T0747A 瀚亞亞太豐平衡 A,2016/05/20,38621330A,跨國平衡-亞洲,TWD,9.7775,-0.071541
T0747B 瀚亞亞太豐平衡 B,2016/05/20,38621330B,跨國平衡-亞洲,TWD,9.1076,-0.072415
T0747C 瀚亞亞太豐平衡A$,2016/05/20,38621330C,跨國平衡-亞洲,USD,9.5142,-0.256848
T0747D 瀚亞亞太豐平衡B$,2016/05/20,38621330D,跨國平衡-亞洲,USD,8.8654,-0.256519
T0747E 瀚亞亞太豐平衡AA,2016/05/20,38621330E,跨國平衡-亞洲,AUD,10.0138,0.054954
T0747F 瀚亞亞太豐平衡BA,2016/05/20,38621330F,跨國平衡-亞洲,AUD,9.134,0.054771
T0747G 瀚亞亞太豐平衡AZ,2016/05/20,38621330G,跨國平衡-亞洲,ZAR,11.3852,1.961275
T0747H 瀚亞亞太豐平衡BZ,2016/05/20,38621330H,跨國平衡-亞洲,ZAR,10.1015,1.912852
T0747J 瀚亞亞太豐平衡AC,2016/05/20,38621330I,跨國平衡-亞洲,CNY,9.8763,-0.075881
T0747K 瀚亞亞太豐平衡BC,2016/05/20,38621330J,跨國平衡-亞洲,CNY,8.9885,-0.074484
T0814Y 保德信金平衡,2016/05/20,18044064,平衡--價值股票型,TWD,23.02,1.231311
T0890A 保德信中國好平A,2016/05/20,42330171A,跨國平衡-單一國,TWD,9.4412,0.143196
T0890B 保德信中國好平B,2016/05/20,42330171B,跨國平衡-單一國,TWD,9.3592,0.14335
T0890C 保德信中國好平B$,2016/05/20,42330171C,跨國平衡-單一國,USD,9.3478,0.176746
T0890D 保德信中國好平BC,2016/05/20,42330171D,跨國平衡-單一國,CNY,9.3533,0.164866
T1114Y 摩根平衡,2016/05/20,18036846,平衡--價值股票型,TWD,23.72,0.08439
T1117Y 摩根全球平衡,2016/05/20,99181637,跨國平衡-全球型,TWD,14.3228,-0.837043
T1120A 摩根亞高息平衡 A,2016/05/20,21704027A,跨國平衡-亞洲,TWD,12.3735,-0.010505
T1120B 摩根亞高息平衡 B,2016/05/20,21704027B,跨國平衡-亞洲,TWD,10.5939,-0.010383
T1148A 摩根新興雙利A,2016/05/20,42299565A,跨國平衡-新興市,TWD,8.7493,-0.692372
T1148B 摩根新興雙利B,2016/05/20,42299565B,跨國平衡-新興市,TWD,8.3627,-0.691138
T1148C 摩根新興雙利B$,2016/05/20,42299565C,跨國平衡-新興市,USD,8.0837,-0.993288
T1148D 摩根新興雙利BC,2016/05/20,42299565D,跨國平衡-新興市,CNY,8.3148,-0.930548
T1150A 摩根中國雙息平A,2016/05/20,42319892A,跨國平衡-單一國,TWD,9.7851,-0.21924
T1150B 摩根中國雙息平B,2016/05/20,42319892B,跨國平衡-單一國,TWD,9.5536,-0.218288
T1150C 摩根中國雙息平AC,2016/05/20,42319892C,跨國平衡-單一國,CNY,10.1132,-0.422406
T1150D 摩根中國雙息平BC,2016/05/20,42319892D,跨國平衡-單一國,CNY,9.8122,-0.423182
T1207Y 華南永昌龍盈平衡,2016/05/20,18477625,平衡--價值股票型,TWD,15.3379,1.848668
T1239A 華南多重息平衡 A,2016/05/20,38618790A,跨國平衡-全球型,TWD,10.68,0
T1239B 華南多重息平衡 B,2016/05/20,38618790B,跨國平衡-全球型,TWD,10,-0.0999
T1239C 華南多重息平衡A$,2016/05/20,38618790C,跨國平衡-全球型,USD,10.07,-0.395648
T1239D 華南多重息平衡B$,2016/05/20,38618790D,跨國平衡-全球型,USD,9.39,-0.424177
T1252A 華南亞太動態平 A,2016/05/20,42388911A,跨國平衡-亞洲,TWD,10,0.300903
T1252B 華南亞太動態平 B,2016/05/20,42388911B,跨國平衡-亞洲,TWD,10,0.300903
T1414Y 新光福運平衡,2016/05/20,99975518,平衡--一般股票型,TWD,14.6554,1.114262
T1433A 新光美豐收平衡A,2016/05/20,42384458A,跨國平衡-全球型,TWD,10.02,-0.693756
T1433B 新光美豐收平衡B,2016/05/20,42384458B,跨國平衡-全球型,TWD,10.02,-0.693756
T1433C 新光美豐收平衡A$,2016/05/20,42384458C,跨國平衡-全球型,USD,9.97,-0.993048
T1433D 新光美豐收平衡B$,2016/05/20,42384458D,跨國平衡-全球型,USD,9.97,-0.993048
T1604Y 群益亞太新趨勢平,2016/05/20,48787295,跨國平衡-亞洲,TWD,15.12,-1.369863
T1616Y 群益真善美,2016/05/20,17147605,平衡--一般股票型,TWD,15.7822,1.689432
T1617Y 群益平衡王,2016/05/20,18037845,平衡--價值股票型,TWD,18.2014,0.496925
T1618Y 群益安家,2016/05/20,29243337,平衡--一般股票型,TWD,17.1588,1.518747
T1656A 群益中國金采A,2016/05/20,42301416A,跨國平衡-單一國,TWD,9.1513,0.112679
T1656B 群益中國金采B,2016/05/20,42301416B,跨國平衡-單一國,TWD,8.8225,0.11234
T1656C 群益中國金采A$,2016/05/20,42301416C,跨國平衡-單一國,USD,9.1878,-0.272444
T1656D 群益中國金采B$,2016/05/20,42301416D,跨國平衡-單一國,USD,8.8575,-0.27247
T1656E 群益中國金采AC,2016/05/20,42301416E,跨國平衡-單一國,CNY,9.4346,-0.008479
T1656F 群益中國金采BC,2016/05/20,42301416F,跨國平衡-單一國,CNY,9.0958,-0.008794
T2121A 柏瑞中國平衡A,2016/05/20,38651312A,跨國平衡-單一國,TWD,8.8759,0.104889
T2121B 柏瑞中國平衡B,2016/05/20,38651312B,跨國平衡-單一國,TWD,8.52,0.105746
T2121C 柏瑞中國平衡A$,2016/05/20,38651312C,跨國平衡-單一國,USD,8.6419,-0.138665
T2121D 柏瑞中國平衡B$,2016/05/20,38651312D,跨國平衡-單一國,USD,8.2873,-0.138573
T2121E 柏瑞中國平衡AC,2016/05/20,38651312E,跨國平衡-單一國,CNY,8.9179,-0.094103
T2121F 柏瑞中國平衡BC,2016/05/20,38651312F,跨國平衡-單一國,CNY,8.3806,-0.094176
T2121G 柏瑞中國平衡N,2016/05/20,38651312G,跨國平衡-單一國,TWD,9.7251,0.104993
T2121H 柏瑞中國平衡NC,2016/05/20,38651312H,跨國平衡-單一國,CNY,9.564,-0.094016
T2121L 柏瑞中國平衡N$,2016/05/20,38651312K,跨國平衡-單一國,USD,9.3241,-0.136022
T2206Y 復華傳家,2016/05/20,17138818,平衡--一般股票型,TWD,18.0077,0.928142
T2209Y 復華傳家二號,2016/05/20,18035945,平衡--一般股票型,TWD,20.9186,1.047253
T2212Y 復華人生目標,2016/05/20,15742001,平衡--一般股票型,TWD,26.7283,1.181473
T2213Y 復華全球平衡,2016/05/20,99034755A,跨國平衡-全球型,TWD,17.37,0.579039
T2214Y 復華神盾,2016/05/20,99607599,平衡--一般股票型,TWD,18.1864,1.075424
T2217Y 復華亞太平衡,2016/05/20,48733658,跨國平衡-亞洲,TWD,12.04,0.249791
T2291A 復華中新經濟平衡,2016/05/20,42303499A,跨國平衡-單一國,TWD,8.49,0.236127
T2291B 復華中新經濟平AC,2016/05/20,42303499B,跨國平衡-單一國,CNY,8.88,0.338983
T2291C 復華中新經濟平BC,2016/05/20,42303499C,跨國平衡-單一國,CNY,8.61,0.34965
T2507Y 永豐趨勢平衡,2016/05/20,14706582,平衡--一般股票型,TWD,36.32,2.86038
T2605Y 中國信託精穩,2016/05/20,18038078,平衡--價值股票型,TWD,13.5552,0.991647
T2624A 中信入息平衡A,2016/05/20,38530388A,跨國平衡-全球型,TWD,10.5013,-0.803862
T2624B 中信入息平衡B,2016/05/20,38530388B,跨國平衡-全球型,TWD,9.7861,-0.803818
T2630A 中信亞太多元息A,2016/05/20,42329152A,跨國平衡-亞洲,TWD,10.1029,-0.034631
T2630B 中信亞太多元息B,2016/05/20,42329152B,跨國平衡-亞洲,TWD,10.0325,-0.034874
T2751A 宏亞澳入息成平A,2016/05/20,38585186A,跨國平衡-亞洲,TWD,9.1075,0.284089
T2751B 宏亞澳入息成平B,2016/05/20,38585186B,跨國平衡-亞洲,TWD,8.4032,0.33432
T2751C 宏亞澳入息成平A$,2016/05/20,38585186C,跨國平衡-亞洲,USD,8.9088,0.172036
T2751D 宏亞澳入息成平B$,2016/05/20,38585186D,跨國平衡-亞洲,USD,8.2013,0.169773
T2751E 宏亞澳入息成平AA,2016/05/20,38585186E,跨國平衡-亞洲,AUD,8.8568,0.045183
T2751F 宏亞澳入息成平BA,2016/05/20,38585186F,跨國平衡-亞洲,AUD,7.9482,0.073026
T2751G 宏亞澳入息成平AC,2016/05/20,38585186G,跨國平衡-亞洲,CNY,1.8898,0.451815
T2751H 宏亞澳入息成平BC,2016/05/20,38585186H,跨國平衡-亞洲,CNY,1.6848,0.255877
T3204Y 野村平衡,2016/05/20,17602250,平衡--一般股票型,TWD,14.84,0.134954
T3221Y 野村鴻利,2016/05/20,00971103,平衡--一般股票型,TWD,16.3,0.741656
T3308Y 聯邦金鑽平衡,2016/05/20,98669575,平衡--一般股票型,TWD,15.2078,1.06395
T3328A 聯邦太平洋平衡A,2016/05/20,38546327A,跨國平衡-亞洲,TWD,11.2808,0.250609
T3328B 聯邦太平洋平衡B,2016/05/20,38546327B,跨國平衡-亞洲,TWD,11.0772,0.250344
T3328C 聯邦太平洋平衡AC,2016/05/20,38546327C,跨國平衡-亞洲,CNY,10.1325,0.233457
T3614Y 安聯全球計量,2016/05/20,48738909,平衡--模組操作型,TWD,11.84,-0.084387
T3704Y 國泰平衡,2016/05/20,18494624,平衡--一般股票型,TWD,22.39,0.765077
T3743A 國泰全多重平衡 A,2016/05/20,38582842A,跨國平衡-全球型,TWD,9.95,-0.100402
T3743B 國泰全多重平衡 B,2016/05/20,38582842B,跨國平衡-全球型,TWD,9.4,-0.212314
T3743C 國泰全多重平衡A$,2016/05/20,38582842C,跨國平衡-全球型,USD,0.3524,-0.339366
T3743D 國泰全多重平衡B$,2016/05/20,38582842D,跨國平衡-全球型,USD,0.338,-0.353774
T3743E 國泰全多重平衡I$,2016/05/20,38582842E,跨國平衡-全球型,USD,0.3631,-0.302032
T3743F 國泰全多重平衡AA,2016/05/20,38582842F,跨國平衡-全球型,AUD,0.4205,0.190612
T3769A 國泰亞太息平衡A,2016/05/20,42331684A,跨國平衡-亞洲,TWD,10.2748,-0.521848
T3769B 國泰亞太息平衡B,2016/05/20,42331684B,跨國平衡-亞洲,TWD,10.2749,-0.521843
T3769C 國泰亞太息平衡A$,2016/05/20,42331684C,跨國平衡-亞洲,USD,0.3143,-0.883003
T3769D 國泰亞太息平衡B$,2016/05/20,42331684D,跨國平衡-亞洲,USD,0.3139,-0.915404
T3769E 國泰亞太息平衡AC,2016/05/20,42331684E,跨國平衡-亞洲,CNY,2.0633,-0.640469
T3769F 國泰亞太息平衡AA,2016/05/20,42331684F,跨國平衡-亞洲,AUD,0.4344,-0.229673
T4332Y 華頓中國機會平衡,2016/05/20,38634406,跨國平衡-單一國,TWD,10.0037,-0.69685
T4703Y 台新高股息平衡,2016/05/20,21719942,平衡--一般股票型,TWD,24.6466,0.57538
T0105Y 兆豐國際萬全,2016/05/13,00971976,平衡--一般股票型,TWD,16.06,-2.132845
T0121A 兆豐大中華平衡,2016/05/13,42334401A,跨國平衡-亞洲,TWD,9.36,-1.680672
T0121B 兆豐大中華平衡 $,2016/05/13,42334401B,跨國平衡-亞洲,USD,9.43,-2.178423
T0121C 兆豐大中華平衡 C,2016/05/13,42334401C,跨國平衡-亞洲,CNY,9.49,-1.759834
T0320Y 第一金中概平衡,2016/05/13,99353151,平衡--一般股票型,TWD,18.99,-2.365038
T0343A 第一金全球多息 A,2016/05/13,38539992A,跨國平衡-全球型,TWD,10.3492,0.428919
T0343B 第一金全球多息 B,2016/05/13,38539992B,跨國平衡-全球型,TWD,9.599,0.428088
T0405Y 匯豐安富,2016/05/13,00971080,平衡--一般股票型,TWD,21.04,-0.142383
T0458A 匯豐中多息平Aa,2016/05/13,38647535A,跨國平衡-單一國,TWD,10.428,-0.165626
T0458B 匯豐中多息平Bd,2016/05/13,38647535B,跨國平衡-單一國,TWD,10.0673,-0.166598
T0458C 匯豐中多息平AaC,2016/05/13,38647535C,跨國平衡-單一國,CNY,10.5403,-0.263056
T0458D 匯豐中多息平BdC,2016/05/13,38647535D,跨國平衡-單一國,CNY,10.1804,-0.267444
T0458E 匯豐中多息平Aa$,2016/05/13,38647535E,跨國平衡-單一國,USD,10.0594,-0.821281
T0458F 匯豐中多息平Bd$,2016/05/13,38647535F,跨國平衡-單一國,USD,9.7303,-0.84579
T0591A 元大中平衡 CNY,2016/05/13,31830473B,跨國平衡-單一國,CNY,2.66,-0.746269
T0591Y 元大中平衡 NTD,2016/05/13,31830473A,跨國平衡-單一國,TWD,13.21,-0.527108
T0717Y 瀚亞理財通,2016/05/13,18036769,平衡--一般股票型,TWD,18.91,-1.150027
T0747A 瀚亞亞太豐平衡 A,2016/05/13,38621330A,跨國平衡-亞洲,TWD,9.7845,0.083877
T0747B 瀚亞亞太豐平衡 B,2016/05/13,38621330B,跨國平衡-亞洲,TWD,9.1142,0.084588
T0747C 瀚亞亞太豐平衡A$,2016/05/13,38621330C,跨國平衡-亞洲,USD,9.5387,-0.229066
T0747D 瀚亞亞太豐平衡B$,2016/05/13,38621330D,跨國平衡-亞洲,USD,8.8882,-0.228164
T0747E 瀚亞亞太豐平衡AA,2016/05/13,38621330E,跨國平衡-亞洲,AUD,10.0083,0.193212
T0747F 瀚亞亞太豐平衡BA,2016/05/13,38621330F,跨國平衡-亞洲,AUD,9.129,0.193835
T0747G 瀚亞亞太豐平衡AZ,2016/05/13,38621330G,跨國平衡-亞洲,ZAR,11.1662,-0.277746
T0747H 瀚亞亞太豐平衡BZ,2016/05/13,38621330H,跨國平衡-亞洲,ZAR,9.9119,-0.285575
T0747J 瀚亞亞太豐平衡AC,2016/05/13,38621330I,跨國平衡-亞洲,CNY,9.8838,-0.154561
T0747K 瀚亞亞太豐平衡BC,2016/05/13,38621330J,跨國平衡-亞洲,CNY,8.9952,-0.155817
T0814Y 保德信金平衡,2016/05/13,18044064,平衡--價值股票型,TWD,22.74,-1.087429
T0890A 保德信中國好平A,2016/05/13,42330171A,跨國平衡-單一國,TWD,9.4277,-0.551687
T0890B 保德信中國好平B,2016/05/13,42330171B,跨國平衡-單一國,TWD,9.3694,-0.551935
T0890C 保德信中國好平B$,2016/05/13,42330171C,跨國平衡-單一國,USD,9.3549,-0.497782
T0890D 保德信中國好平BC,2016/05/13,42330171D,跨國平衡-單一國,CNY,9.3615,-0.553455
T1114Y 摩根平衡,2016/05/13,18036846,平衡--價值股票型,TWD,23.7,-0.37831
T1117Y 摩根全球平衡,2016/05/13,99181637,跨國平衡-全球型,TWD,14.4437,0.042252
T1120A 摩根亞高息平衡 A,2016/05/13,21704027A,跨國平衡-亞洲,TWD,12.3748,-0.346278
T1120B 摩根亞高息平衡 B,2016/05/13,21704027B,跨國平衡-亞洲,TWD,10.595,-0.346131
T1148A 摩根新興雙利A,2016/05/13,42299565A,跨國平衡-新興市,TWD,8.8103,0.367965
T1148B 摩根新興雙利B,2016/05/13,42299565B,跨國平衡-新興市,TWD,8.4209,0.368295
T1148C 摩根新興雙利B$,2016/05/13,42299565C,跨國平衡-新興市,USD,8.1648,-0.158967
T1148D 摩根新興雙利BC,2016/05/13,42299565D,跨國平衡-新興市,CNY,8.3929,-0.095226
T1150A 摩根中國雙息平A,2016/05/13,42319892A,跨國平衡-單一國,TWD,9.8066,0.227915
T1150B 摩根中國雙息平B,2016/05/13,42319892B,跨國平衡-單一國,TWD,9.5745,0.227159
T1150C 摩根中國雙息平AC,2016/05/13,42319892C,跨國平衡-單一國,CNY,10.1561,-0.035435
T1150D 摩根中國雙息平BC,2016/05/13,42319892D,跨國平衡-單一國,CNY,9.8539,-0.048687
T1207Y 華南永昌龍盈平衡,2016/05/13,18477625,平衡--價值股票型,TWD,15.0595,-1.62976
T1239A 華南多重息平衡 A,2016/05/13,38618790A,跨國平衡-全球型,TWD,10.68,0.564972
T1239B 華南多重息平衡 B,2016/05/13,38618790B,跨國平衡-全球型,TWD,10.01,0.600304
T1239C 華南多重息平衡A$,2016/05/13,38618790C,跨國平衡-全球型,USD,10.11,-0.098815
T1239D 華南多重息平衡B$,2016/05/13,38618790D,跨國平衡-全球型,USD,9.43,-0.076011
T1252A 華南亞太動態平 A,2016/05/13,42388911A,跨國平衡-亞洲,TWD,9.97,0.100402
T1252B 華南亞太動態平 B,2016/05/13,42388911B,跨國平衡-亞洲,TWD,9.97,0.100402
T1414Y 新光福運平衡,2016/05/13,99975518,平衡--一般股票型,TWD,14.4939,-2.001366
T1433A 新光美豐收平衡A,2016/05/13,42384458A,跨國平衡-全球型,TWD,10.09,0.498008
T1433B 新光美豐收平衡B,2016/05/13,42384458B,跨國平衡-全球型,TWD,10.09,0.498008
T1433C 新光美豐收平衡A$,2016/05/13,42384458C,跨國平衡-全球型,USD,10.07,-0.198216
T1433D 新光美豐收平衡B$,2016/05/13,42384458D,跨國平衡-全球型,USD,10.07,-0.198216
T1604Y 群益亞太新趨勢平,2016/05/13,48787295,跨國平衡-亞洲,TWD,15.33,0.590553
T1616Y 群益真善美,2016/05/13,17147605,平衡--一般股票型,TWD,15.52,-1.077819
T1617Y 群益平衡王,2016/05/13,18037845,平衡--價值股票型,TWD,18.1114,-0.766522
T1618Y 群益安家,2016/05/13,29243337,平衡--一般股票型,TWD,16.9021,-2.18126
T1656A 群益中國金采A,2016/05/13,42301416A,跨國平衡-單一國,TWD,9.141,0.431787
T1656B 群益中國金采B,2016/05/13,42301416B,跨國平衡-單一國,TWD,8.8126,0.431924
T1656C 群益中國金采A$,2016/05/13,42301416C,跨國平衡-單一國,USD,9.2129,-0.226344
T1656D 群益中國金采B$,2016/05/13,42301416D,跨國平衡-單一國,USD,8.8817,-0.226918
T1656E 群益中國金采AC,2016/05/13,42301416E,跨國平衡-單一國,CNY,9.4354,0.12628
T1656F 群益中國金采BC,2016/05/13,42301416F,跨國平衡-單一國,CNY,9.0966,0.127682
T2121A 柏瑞中國平衡A,2016/05/13,38651312A,跨國平衡-單一國,TWD,8.8666,-0.030442
T2121B 柏瑞中國平衡B,2016/05/13,38651312B,跨國平衡-單一國,TWD,8.511,-0.030539
T2121C 柏瑞中國平衡A$,2016/05/13,38651312C,跨國平衡-單一國,USD,8.6539,-0.446352
T2121D 柏瑞中國平衡B$,2016/05/13,38651312D,跨國平衡-單一國,USD,8.2988,-0.447451
T2121E 柏瑞中國平衡AC,2016/05/13,38651312E,跨國平衡-單一國,CNY,8.9263,-0.453887
T2121F 柏瑞中國平衡BC,2016/05/13,38651312F,跨國平衡-單一國,CNY,8.3885,-0.454502
T2121G 柏瑞中國平衡N,2016/05/13,38651312G,跨國平衡-單一國,TWD,9.7149,-0.028813
T2121H 柏瑞中國平衡NC,2016/05/13,38651312H,跨國平衡-單一國,CNY,9.573,-0.454418
T2121L 柏瑞中國平衡N$,2016/05/13,38651312K,跨國平衡-單一國,USD,9.3368,-0.442511
T2206Y 復華傳家,2016/05/13,17138818,平衡--一般股票型,TWD,17.8421,-2.220067
T2209Y 復華傳家二號,2016/05/13,18035945,平衡--一般股票型,TWD,20.7018,-1.739581
T2212Y 復華人生目標,2016/05/13,15742001,平衡--一般股票型,TWD,26.4162,-1.782813
T2213Y 復華全球平衡,2016/05/13,99034755A,跨國平衡-全球型,TWD,17.27,0.232154
T2214Y 復華神盾,2016/05/13,99607599,平衡--一般股票型,TWD,17.9929,-2.266678
T2217Y 復華亞太平衡,2016/05/13,48733658,跨國平衡-亞洲,TWD,12.01,-0.166251
T2291A 復華中新經濟平衡,2016/05/13,42303499A,跨國平衡-單一國,TWD,8.47,0.118203
T2291B 復華中新經濟平AC,2016/05/13,42303499B,跨國平衡-單一國,CNY,8.85,0.340136
T2291C 復華中新經濟平BC,2016/05/13,42303499C,跨國平衡-單一國,CNY,8.58,0.468384
T2507Y 永豐趨勢平衡,2016/05/13,14706582,平衡--一般股票型,TWD,35.31,-2.700469
T2605Y 中國信託精穩,2016/05/13,18038078,平衡--價值股票型,TWD,13.4221,-0.870753
T2624A 中信入息平衡A,2016/05/13,38530388A,跨國平衡-全球型,TWD,10.5864,0.633091
T2624B 中信入息平衡B,2016/05/13,38530388B,跨國平衡-全球型,TWD,9.8654,0.632434
T2630A 中信亞太多元息A,2016/05/13,42329152A,跨國平衡-亞洲,TWD,10.1064,-0.342171
T2630B 中信亞太多元息B,2016/05/13,42329152B,跨國平衡-亞洲,TWD,10.036,-0.342585
T2751A 宏亞澳入息成平A,2016/05/13,38585186A,跨國平衡-亞洲,TWD,9.0817,-0.298609
T2751B 宏亞澳入息成平B,2016/05/13,38585186B,跨國平衡-亞洲,TWD,8.3752,-0.279805
T2751C 宏亞澳入息成平A$,2016/05/13,38585186C,跨國平衡-亞洲,USD,8.8935,-0.587967
T2751D 宏亞澳入息成平B$,2016/05/13,38585186D,跨國平衡-亞洲,USD,8.1874,-0.587678
T2751E 宏亞澳入息成平AA,2016/05/13,38585186E,跨國平衡-亞洲,AUD,8.8528,-0.587305
T2751F 宏亞澳入息成平BA,2016/05/13,38585186F,跨國平衡-亞洲,AUD,7.9424,-0.593257
