基金碼,年月日,基金統編,幣別,淨值(元)
T0747C 瀚亞亞太豐平衡A$,2017/01/06,38621330C,USD,10.1231
T0747D 瀚亞亞太豐平衡B$,2017/01/06,38621330D,USD,9.1638
T0747E 瀚亞亞太豐平衡AA,2017/01/06,38621330E,AUD,10.6905
T0747F 瀚亞亞太豐平衡BA,2017/01/06,38621330F,AUD,9.3873
T0747G 瀚亞亞太豐平衡AZ,2017/01/06,38621330G,ZAR,11.8753
T0747H 瀚亞亞太豐平衡BZ,2017/01/06,38621330H,ZAR,10.0564
T0747J 瀚亞亞太豐平衡AC,2017/01/06,38621330I,RMB,10.8597
T0747K 瀚亞亞太豐平衡BC,2017/01/06,38621330J,RMB,9.4576
T0814Y 保德信金平衡,2017/01/06,18044064,NTD,26.1
T0890A 保德信中國好平A,2017/01/06,42330171A,NTD,9.3422
T0890B 保德信中國好平B,2017/01/06,42330171B,NTD,9.0991
T0890C 保德信中國好平B$,2017/01/06,42330171C,USD,9.0748
T0890D 保德信中國好平BC,2017/01/06,42330171D,RMB,9.048
T1114Y 摩根平衡,2017/01/06,18036846,NTD,25.47
T1117Y 摩根全球平衡,2017/01/06,99181637,NTD,13.9472
T1120A 摩根亞高息平衡 A,2017/01/06,21704027A,NTD,12.8223
T1120B 摩根亞高息平衡 B,2017/01/06,21704027B,NTD,10.7585
T1148A 摩根新興雙利A,2017/01/06,42299565A,NTD,9.1428
T1148B 摩根新興雙利B,2017/01/06,42299565B,NTD,8.5288
T1148C 摩根新興雙利B$,2017/01/06,42299565C,USD,8.4143
T1148D 摩根新興雙利BC,2017/01/06,42299565D,RMB,8.7699
T1150A 摩根中國雙息平A,2017/01/06,42319892A,NTD,10.2791
T1150B 摩根中國雙息平B,2017/01/06,42319892B,NTD,9.7996
T1150C 摩根中國雙息平AC,2017/01/06,42319892C,RMB,11.0601
T1150D 摩根中國雙息平BC,2017/01/06,42319892D,RMB,10.4114
T1207Y 華南永昌龍盈平衡,2017/01/06,18477625,NTD,18.8036
T1239A 華南多重息平衡 A,2017/01/06,38618790A,NTD,10.63
T1239B 華南多重息平衡 B,2017/01/06,38618790B,NTD,9.71
T1239C 華南多重息平衡A$,2017/01/06,38618790C,USD,10.34
T1239D 華南多重息平衡B$,2017/01/06,38618790D,USD,9.32
T1252A 華南亞太動態平 A,2017/01/06,42388911A,NTD,9.66
T1252B 華南亞太動態平 B,2017/01/06,42388911B,NTD,9.52
T1414Y 新光福運平衡,2017/01/06,99975518,NTD,15.7258
T1433A 新光美豐收平衡A,2017/01/06,42384458A,NTD,10.09
T1433B 新光美豐收平衡B,2017/01/06,42384458B,NTD,9.84
T1433C 新光美豐收平衡A$,2017/01/06,42384458C,USD,10.27
T1433D 新光美豐收平衡B$,2017/01/06,42384458D,USD,10.03
T1604Y 群益亞太新趨勢平,2017/01/06,48787295,NTD,15.15
T1616Y 群益真善美,2017/01/06,17147605,NTD,16.0721
T1617Y 群益平衡王,2017/01/06,18037845,NTD,18.3815
T1618Y 群益安家,2017/01/06,29243337,NTD,18.4721
T1656A 群益中國金采A,2017/01/06,42301416A,NTD,8.8376
T1656B 群益中國金采B,2017/01/06,42301416B,NTD,8.296
T1656C 群益中國金采A$,2017/01/06,42301416C,USD,9.0833
T1656D 群益中國金采B$,2017/01/06,42301416D,USD,8.5262
T1656E 群益中國金采AC,2017/01/06,42301416E,RMB,9.7442
T1656F 群益中國金采BC,2017/01/06,42301416F,RMB,9.1464
T1659A 群益金選平衡A,2017/01/06,42440058A,NTD,9.9449
T1659B 群益金選平衡B,2017/01/06,42440058B,NTD,9.733
T1659C 群益金選平衡A$,2017/01/06,42440058C,USD,9.8607
T1659D 群益金選平衡B$,2017/01/06,42440058D,USD,9.652
T1659E 群益金選平衡AC,2017/01/06,42440058E,RMB,10.0987
T1659F 群益金選平衡BC,2017/01/06,42440058F,RMB,9.8817
T2121A 柏瑞中國平衡A,2017/01/06,38651312A,NTD,9.3923
T2121B 柏瑞中國平衡B,2017/01/06,38651312B,NTD,8.806
T2121C 柏瑞中國平衡A$,2017/01/06,38651312C,USD,9.3046
T2121D 柏瑞中國平衡B$,2017/01/06,38651312D,USD,8.7133
T2121E 柏瑞中國平衡AC,2017/01/06,38651312E,RMB,9.6994
T2121F 柏瑞中國平衡BC,2017/01/06,38651312F,RMB,8.8394
T2121G 柏瑞中國平衡N,2017/01/06,38651312G,NTD,10.0629
T2121H 柏瑞中國平衡NC,2017/01/06,38651312H,RMB,10.098
T2121L 柏瑞中國平衡N$,2017/01/06,38651312K,USD,9.8094
T2206Y 復華傳家,2017/01/06,17138818,NTD,18.4098
T2209Y 復華傳家二號,2017/01/06,18035945,NTD,21.533
T2212Y 復華人生目標,2017/01/06,15742001,NTD,27.5992
T2213Y 復華全球平衡,2017/01/06,99034755A,NTD,17.89
T2214Y 復華神盾,2017/01/06,99607599,NTD,19.0001
T2217Y 復華亞太平衡,2017/01/06,48733658,NTD,12.14
T2291A 復華中新經濟平衡,2017/01/06,42303499A,NTD,8.41
T2291B 復華中新經濟平AC,2017/01/06,42303499B,RMB,9.31
T2291C 復華中新經濟平BC,2017/01/06,42303499C,RMB,8.85
T2507Y 永豐趨勢平衡,2017/01/06,14706582,NTD,38.13
T2605Y 中國信託精穩,2017/01/06,18038078,NTD,15.2827
T2624A 中信入息平衡A,2017/01/06,38530388A,NTD,10.2463
T2624B 中信入息平衡B,2017/01/06,38530388B,NTD,9.3589
T2630A 中信亞太多元息A,2017/01/06,42329152A,NTD,10.1692
T2630B 中信亞太多元息B,2017/01/06,42329152B,NTD,9.8043
T2639A 中信樂齡收益平A,2017/01/06,42443702A,NTD,10.14
T2639B 中信樂齡收益平B,2017/01/06,42443702B,NTD,10.14
T2639C 中信樂齡收益平A$,2017/01/06,42443702C,USD,9.95
T2639D 中信樂齡收益平B$,2017/01/06,42443702D,USD,9.95
T2751A 宏亞澳入息成平A,2017/01/06,38585186A,NTD,9.6395
T2751B 宏亞澳入息成平B,2017/01/06,38585186B,NTD,8.5827
T2751C 宏亞澳入息成平A$,2017/01/06,38585186C,USD,9.5748
T2751D 宏亞澳入息成平B$,2017/01/06,38585186D,USD,8.4847
T2751E 宏亞澳入息成平AA,2017/01/06,38585186E,AUD,9.5945
T2751F 宏亞澳入息成平BA,2017/01/06,38585186F,AUD,8.2951
T2751G 宏亞澳入息成平AC,2017/01/06,38585186G,RMB,2.0472
T2751H 宏亞澳入息成平BC,2017/01/06,38585186H,RMB,1.8326
T3204Y 野村平衡,2017/01/06,17602250,NTD,16.4
T3221Y 野村鴻利,2017/01/06,00971103,NTD,17.98
T3295A 野村多元收益平A,2017/01/06,42391084A,NTD,9.9882
T3295B 野村多元收益平B,2017/01/06,42391084B,NTD,9.807
T3295C 野村多元收益平A$,2017/01/06,42391084C,USD,10.079
T3295D 野村多元收益平B$,2017/01/06,42391084D,USD,9.8961
T3295E 野村多元收益平AC,2017/01/06,42391084E,RMB,10.2205
T3295F 野村多元收益平BC,2017/01/06,42391084F,RMB,10.0044
T3308Y 聯邦金鑽平衡,2017/01/06,98669575,NTD,16.9016
T3328A 聯邦太平洋平衡A,2017/01/06,38546327A,NTD,11.3202
T3328B 聯邦太平洋平衡B,2017/01/06,38546327B,NTD,11.0507
T3328C 聯邦太平洋平衡AC,2017/01/06,38546327C,RMB,10.9981
T3341A 聯邦全視界平衡A,2017/01/06,42449712A,NTD,10.0654
T3341B 聯邦全視界平衡B,2017/01/06,42449712B,NTD,10.0654
T3341C 聯邦全視界平衡AC,2017/01/06,42449712C,RMB,10.0414
T3341D 聯邦全視界平衡BC,2017/01/06,42449712D,RMB,10.0414
T3341E 聯邦全視界平衡A$,2017/01/06,42449712E,USD,10.0862
T3341F 聯邦全視界平衡B$,2017/01/06,42449712F,USD,10.0862
T3614Y 安聯全球計量,2017/01/06,48738909,NTD,11.81
T3704Y 國泰平衡,2017/01/06,18494624,NTD,23.71
T3743A 國泰全多重平衡 A,2017/01/06,38582842A,NTD,10.12
T3743B 國泰全多重平衡 B,2017/01/06,38582842B,NTD,9.39
T3743C 國泰全多重平衡A$,2017/01/06,38582842C,USD,0.3644
T3743D 國泰全多重平衡B$,2017/01/06,38582842D,USD,0.343
T3743E 國泰全多重平衡I$,2017/01/06,38582842E,USD,0.3785
T3743F 國泰全多重平衡AA,2017/01/06,38582842F,AUD,0.4333
T3769A 國泰亞太息平衡A,2017/01/06,42331684A,NTD,10.6642
T3769B 國泰亞太息平衡B,2017/01/06,42331684B,NTD,10.3297
T3769C 國泰亞太息平衡A$,2017/01/06,42331684C,USD,0.3336
T3769D 國泰亞太息平衡B$,2017/01/06,42331684D,USD,0.3232
T3769E 國泰亞太息平衡AC,2017/01/06,42331684E,RMB,2.2776
T3769F 國泰亞太息平衡AA,2017/01/06,42331684F,AUD,0.4564
T4126A 凱基全高效平衡A,2017/01/06,42453588A,NTD,10.04
T4126B 凱基全高效平衡B,2017/01/06,42453588B,NTD,10.04
T4126C 凱基全高效平衡A$,2017/01/06,42453588C,USD,9.9235
T4332Y 華頓中國機會平衡,2017/01/06,38634406,NTD,10.5696
T4519A 富蘭亞太平衡A,2017/01/06,42407614A,NTD,9.74
T4519B 富蘭亞太平衡B,2017/01/06,42407614B,NTD,9.67
T4519C 富蘭亞太平衡A$,2017/01/06,42407614C,USD,9.75
T4519D 富蘭亞太平衡B$,2017/01/06,42407614D,USD,9.69
T4519E 富蘭亞太平衡BC,2017/01/06,42407614E,RMB,9.72
T4703Y 台新高股息平衡,2017/01/06,21719942,NTD,26.785
T4754A 台新歐洲動平衡,2017/01/06,42441752A,NTD,10.14
T4754B 台新歐洲動平衡 $,2017/01/06,42441752B,USD,9.933
T0105Y 兆豐國際萬全,2016/12/30,00971976,NTD,17.35
T0121A 兆豐大中華平衡,2016/12/30,42334401A,NTD,9.12
T0121B 兆豐大中華平衡 $,2016/12/30,42334401B,USD,9.29
T0121C 兆豐大中華平衡 C,2016/12/30,42334401C,RMB,9.81
T0320Y 第一金中概平衡,2016/12/30,99353151,NTD,19.41
T0343A 第一金全球多息 A,2016/12/30,38539992A,NTD,10.3957
T0343B 第一金全球多息 B,2016/12/30,38539992B,NTD,9.415
T0405Y 匯豐安富,2016/12/30,00971080,NTD,22.87
T0458A 匯豐中多息平Aa,2016/12/30,38647535A,NTD,9.9174
T0458B 匯豐中多息平Bd,2016/12/30,38647535B,NTD,9.4125
T0458C 匯豐中多息平AaC,2016/12/30,38647535C,RMB,10.7811
T0458D 匯豐中多息平BdC,2016/12/30,38647535D,RMB,10.28
T0458E 匯豐中多息平Aa$,2016/12/30,38647535E,USD,9.6698
T0458F 匯豐中多息平Bd$,2016/12/30,38647535F,USD,9.1959
T0479A 匯亞exJP多息平 A,2016/12/30,42443317A,NTD,9.99
T0479B 匯亞exJP多息Bd,2016/12/30,42443317B,NTD,9.99
T0479C 匯亞exJP多息BdC,2016/12/30,42443317C,RMB,10.07
T0479D 匯亞exJP多息平A$,2016/12/30,42443317D,USD,9.83
T0479E 匯亞exJP多息Bd$,2016/12/30,42443317E,USD,9.83
T0479F 匯亞exJP多息BdA,2016/12/30,42443317F,AUD,10.23
T0591A 元大中平衡 CNY,2016/12/30,31830473B,RMB,2.87
T0591Y 元大中平衡 NTD,2016/12/30,31830473A,NTD,13.26
T05A2A 元大新東協平衡,2016/12/30,42403764A,NTD,9.49
T05A2B 元大新東協平衡 $,2016/12/30,42403764B,USD,9.299
T05A3A 元大大中華豐平,2016/12/30,42451239A,NTD,9.841
T05A3B 元大大中華豐平 C,2016/12/30,42451239B,RMB,9.911
T0717Y 瀚亞理財通,2016/12/30,18036769,NTD,19.78
T0747A 瀚亞亞太豐平衡 A,2016/12/30,38621330A,NTD,10.1947
T0747B 瀚亞亞太豐平衡 B,2016/12/30,38621330B,NTD,9.2235
T0747C 瀚亞亞太豐平衡A$,2016/12/30,38621330C,USD,9.9827
T0747D 瀚亞亞太豐平衡B$,2016/12/30,38621330D,USD,9.0364
T0747E 瀚亞亞太豐平衡AA,2016/12/30,38621330E,AUD,10.5933
T0747F 瀚亞亞太豐平衡BA,2016/12/30,38621330F,AUD,9.306
T0747G 瀚亞亞太豐平衡AZ,2016/12/30,38621330G,ZAR,11.6758
T0747H 瀚亞亞太豐平衡BZ,2016/12/30,38621330H,ZAR,9.8875
T0747J 瀚亞亞太豐平衡AC,2016/12/30,38621330I,RMB,10.7322
T0747K 瀚亞亞太豐平衡BC,2016/12/30,38621330J,RMB,9.3481
T0814Y 保德信金平衡,2016/12/30,18044064,NTD,25.8
T0890A 保德信中國好平A,2016/12/30,42330171A,NTD,9.219
T0890B 保德信中國好平B,2016/12/30,42330171B,NTD,8.9791
T0890C 保德信中國好平B$,2016/12/30,42330171C,USD,8.9649
T0890D 保德信中國好平BC,2016/12/30,42330171D,RMB,8.9201
T1114Y 摩根平衡,2016/12/30,18036846,NTD,25.26
T1117Y 摩根全球平衡,2016/12/30,99181637,NTD,14.0169
T1120A 摩根亞高息平衡 A,2016/12/30,21704027A,NTD,12.7079
T1120B 摩根亞高息平衡 B,2016/12/30,21704027B,NTD,10.6626
T1148A 摩根新興雙利A,2016/12/30,42299565A,NTD,9.1626
T1148B 摩根新興雙利B,2016/12/30,42299565B,NTD,8.5472
T1148C 摩根新興雙利B$,2016/12/30,42299565C,USD,8.3668
T1148D 摩根新興雙利BC,2016/12/30,42299565D,RMB,8.7538
T1150A 摩根中國雙息平A,2016/12/30,42319892A,NTD,10.2109
T1150B 摩根中國雙息平B,2016/12/30,42319892B,NTD,9.7346
T1150C 摩根中國雙息平AC,2016/12/30,42319892C,RMB,11.002
T1150D 摩根中國雙息平BC,2016/12/30,42319892D,RMB,10.3537
T1207Y 華南永昌龍盈平衡,2016/12/30,18477625,NTD,18.4353
T1239A 華南多重息平衡 A,2016/12/30,38618790A,NTD,10.52
T1239B 華南多重息平衡 B,2016/12/30,38618790B,NTD,9.61
T1239C 華南多重息平衡A$,2016/12/30,38618790C,USD,10.15
T1239D 華南多重息平衡B$,2016/12/30,38618790D,USD,9.15
T1252A 華南亞太動態平 A,2016/12/30,42388911A,NTD,9.56
T1252B 華南亞太動態平 B,2016/12/30,42388911B,NTD,9.42
T1414Y 新光福運平衡,2016/12/30,99975518,NTD,15.4692
T1433A 新光美豐收平衡A,2016/12/30,42384458A,NTD,10.13
T1433B 新光美豐收平衡B,2016/12/30,42384458B,NTD,9.92
T1433C 新光美豐收平衡A$,2016/12/30,42384458C,USD,10.19
T1433D 新光美豐收平衡B$,2016/12/30,42384458D,USD,9.99
T1604Y 群益亞太新趨勢平,2016/12/30,48787295,NTD,15.01
T1616Y 群益真善美,2016/12/30,17147605,NTD,15.8991
T1617Y 群益平衡王,2016/12/30,18037845,NTD,18.1619
T1618Y 群益安家,2016/12/30,29243337,NTD,18.2502
T1656A 群益中國金采A,2016/12/30,42301416A,NTD,8.8265
T1656B 群益中國金采B,2016/12/30,42301416B,NTD,8.3132
T1656C 群益中國金采A$,2016/12/30,42301416C,USD,8.9915
T1656D 群益中國金采B$,2016/12/30,42301416D,USD,8.468
T1656E 群益中國金采AC,2016/12/30,42301416E,RMB,9.8318
T1656F 群益中國金采BC,2016/12/30,42301416F,RMB,9.2598
T1659A 群益金選平衡A,2016/12/30,42440058A,NTD,9.8713
T1659B 群益金選平衡B,2016/12/30,42440058B,NTD,9.8714
T1659C 群益金選平衡A$,2016/12/30,42440058C,USD,9.7011
T1659D 群益金選平衡B$,2016/12/30,42440058D,USD,9.7011
T1659E 群益金選平衡AC,2016/12/30,42440058E,RMB,10.1269
T1659F 群益金選平衡BC,2016/12/30,42440058F,RMB,10.1269
T2121A 柏瑞中國平衡A,2016/12/30,38651312A,NTD,9.2857
T2121B 柏瑞中國平衡B,2016/12/30,38651312B,NTD,8.732
T2121C 柏瑞中國平衡A$,2016/12/30,38651312C,USD,9.1438
T2121D 柏瑞中國平衡B$,2016/12/30,38651312D,USD,8.5887
T2121E 柏瑞中國平衡AC,2016/12/30,38651312E,RMB,9.5313
T2121F 柏瑞中國平衡BC,2016/12/30,38651312F,RMB,8.7202
T2121G 柏瑞中國平衡N,2016/12/30,38651312G,NTD,9.9768
T2121H 柏瑞中國平衡NC,2016/12/30,38651312H,RMB,9.9605
T2121L 柏瑞中國平衡N$,2016/12/30,38651312K,USD,9.6684
T2206Y 復華傳家,2016/12/30,17138818,NTD,18.3177
T2209Y 復華傳家二號,2016/12/30,18035945,NTD,21.4061
T2212Y 復華人生目標,2016/12/30,15742001,NTD,27.4296
T2213Y 復華全球平衡,2016/12/30,99034755A,NTD,17.86
T2214Y 復華神盾,2016/12/30,99607599,NTD,18.8902
T2217Y 復華亞太平衡,2016/12/30,48733658,NTD,12.06
T2291A 復華中新經濟平衡,2016/12/30,42303499A,NTD,8.42
T2291B 復華中新經濟平AC,2016/12/30,42303499B,RMB,9.49
T2291C 復華中新經濟平BC,2016/12/30,42303499C,RMB,9.04
T2507Y 永豐趨勢平衡,2016/12/30,14706582,NTD,37.68
T2605Y 中國信託精穩,2016/12/30,18038078,NTD,15.1732
T2624A 中信入息平衡A,2016/12/30,38530388A,NTD,10.2098
T2624B 中信入息平衡B,2016/12/30,38530388B,NTD,9.3491
T2630A 中信亞太多元息A,2016/12/30,42329152A,NTD,10.0564
T2630B 中信亞太多元息B,2016/12/30,42329152B,NTD,9.736
T2639A 中信樂齡收益平A,2016/12/30,42443702A,NTD,10.1
T2639B 中信樂齡收益平B,2016/12/30,42443702B,NTD,10.1
T2639C 中信樂齡收益平A$,2016/12/30,42443702C,USD,9.83
T2639D 中信樂齡收益平B$,2016/12/30,42443702D,USD,9.83
T2751A 宏亞澳入息成平A,2016/12/30,38585186A,NTD,9.5358
T2751B 宏亞澳入息成平B,2016/12/30,38585186B,NTD,8.5276
T2751C 宏亞澳入息成平A$,2016/12/30,38585186C,USD,9.4401
T2751D 宏亞澳入息成平B$,2016/12/30,38585186D,USD,8.4
T2751E 宏亞澳入息成平AA,2016/12/30,38585186E,AUD,9.4566
T2751F 宏亞澳入息成平BA,2016/12/30,38585186F,AUD,8.2062
T2751G 宏亞澳入息成平AC,2016/12/30,38585186G,RMB,2.0153
T2751H 宏亞澳入息成平BC,2016/12/30,38585186H,RMB,1.8419
T3204Y 野村平衡,2016/12/30,17602250,NTD,16.17
T3221Y 野村鴻利,2016/12/30,00971103,NTD,17.75
T3295A 野村多元收益平A,2016/12/30,42391084A,NTD,9.946
T3295B 野村多元收益平B,2016/12/30,42391084B,NTD,9.7658
T3295C 野村多元收益平A$,2016/12/30,42391084C,USD,9.9862
T3295D 野村多元收益平B$,2016/12/30,42391084D,USD,9.8051
T3295E 野村多元收益平AC,2016/12/30,42391084E,RMB,10.1313
T3295F 野村多元收益平BC,2016/12/30,42391084F,RMB,9.9171
T3308Y 聯邦金鑽平衡,2016/12/30,98669575,NTD,16.5534
T3328A 聯邦太平洋平衡A,2016/12/30,38546327A,NTD,11.2904
T3328B 聯邦太平洋平衡B,2016/12/30,38546327B,NTD,11.0216
T3328C 聯邦太平洋平衡AC,2016/12/30,38546327C,RMB,10.9512
T3341A 聯邦全視界平衡A,2016/12/30,42449712A,NTD,10.0576
T3341B 聯邦全視界平衡B,2016/12/30,42449712B,NTD,10.0576
T3341C 聯邦全視界平衡AC,2016/12/30,42449712C,RMB,9.9758
T3341D 聯邦全視界平衡BC,2016/12/30,42449712D,RMB,9.9758
T3341E 聯邦全視界平衡A$,2016/12/30,42449712E,USD,10.0353
T3341F 聯邦全視界平衡B$,2016/12/30,42449712F,USD,10.0353
T3614Y 安聯全球計量,2016/12/30,48738909,NTD,11.78
T3704Y 國泰平衡,2016/12/30,18494624,NTD,23.34
T3743A 國泰全多重平衡 A,2016/12/30,38582842A,NTD,10.05
T3743B 國泰全多重平衡 B,2016/12/30,38582842B,NTD,9.35
T3743C 國泰全多重平衡A$,2016/12/30,38582842C,USD,0.3608
T3743D 國泰全多重平衡B$,2016/12/30,38582842D,USD,0.3406
T3743E 國泰全多重平衡I$,2016/12/30,38582842E,USD,0.3747
T3743F 國泰全多重平衡AA,2016/12/30,38582842F,AUD,0.4326
T3769A 國泰亞太息平衡A,2016/12/30,42331684A,NTD,10.5847
T3769B 國泰亞太息平衡B,2016/12/30,42331684B,NTD,10.2891
T3769C 國泰亞太息平衡A$,2016/12/30,42331684C,USD,0.3283
T3769D 國泰亞太息平衡B$,2016/12/30,42331684D,USD,0.3191
T3769E 國泰亞太息平衡AC,2016/12/30,42331684E,RMB,2.282
T3769F 國泰亞太息平衡AA,2016/12/30,42331684F,AUD,0.4555
T4126A 凱基全高效平衡A,2016/12/30,42453588A,NTD,10.08
T4126B 凱基全高效平衡B,2016/12/30,42453588B,NTD,10.08
T4126C 凱基全高效平衡A$,2016/12/30,42453588C,USD,9.878
T4332Y 華頓中國機會平衡,2016/12/30,38634406,NTD,10.4584
T4519A 富蘭亞太平衡A,2016/12/30,42407614A,NTD,9.67
T4519B 富蘭亞太平衡B,2016/12/30,42407614B,NTD,9.64
T4519C 富蘭亞太平衡A$,2016/12/30,42407614C,USD,9.64
T4519D 富蘭亞太平衡B$,2016/12/30,42407614D,USD,9.61
T4519E 富蘭亞太平衡BC,2016/12/30,42407614E,RMB,9.72
T4703Y 台新高股息平衡,2016/12/30,21719942,NTD,26.4015
T4754A 台新歐洲動平衡,2016/12/30,42441752A,NTD,10.08
T4754B 台新歐洲動平衡 $,2016/12/30,42441752B,USD,9.7922
T0105Y 兆豐國際萬全,2016/12/23,00971976,NTD,17.1
T0121A 兆豐大中華平衡,2016/12/23,42334401A,NTD,9.03
T0121B 兆豐大中華平衡 $,2016/12/23,42334401B,USD,9.22
T0121C 兆豐大中華平衡 C,2016/12/23,42334401C,RMB,9.75
T0320Y 第一金中概平衡,2016/12/23,99353151,NTD,19.11
T0343A 第一金全球多息 A,2016/12/23,38539992A,NTD,10.3419
T0343B 第一金全球多息 B,2016/12/23,38539992B,NTD,9.3663
T0405Y 匯豐安富,2016/12/23,00971080,NTD,22.59
T0458A 匯豐中多息平Aa,2016/12/23,38647535A,NTD,9.8749
T0458B 匯豐中多息平Bd,2016/12/23,38647535B,NTD,9.3721
T0458C 匯豐中多息平AaC,2016/12/23,38647535C,RMB,10.7418
T0458D 匯豐中多息平BdC,2016/12/23,38647535D,RMB,10.243
T0458E 匯豐中多息平Aa$,2016/12/23,38647535E,USD,9.6609
T0458F 匯豐中多息平Bd$,2016/12/23,38647535F,USD,9.1896
T0479A 匯亞exJP多息平 A,2016/12/23,42443317A,NTD,9.89
T0479B 匯亞exJP多息Bd,2016/12/23,42443317B,NTD,9.89
T0479C 匯亞exJP多息BdC,2016/12/23,42443317C,RMB,9.97
T0479D 匯亞exJP多息平A$,2016/12/23,42443317D,USD,9.76
T0479E 匯亞exJP多息Bd$,2016/12/23,42443317E,USD,9.76
T0479F 匯亞exJP多息BdA,2016/12/23,42443317F,AUD,10.19
T0591A 元大中平衡 CNY,2016/12/23,31830473B,RMB,2.85
T0591Y 元大中平衡 NTD,2016/12/23,31830473A,NTD,13.15
T05A2A 元大新東協平衡,2016/12/23,42403764A,NTD,9.39
T05A2B 元大新東協平衡 $,2016/12/23,42403764B,USD,9.231
T05A3A 元大大中華豐平,2016/12/23,42451239A,NTD,9.825
T05A3B 元大大中華豐平 C,2016/12/23,42451239B,RMB,9.9
T0717Y 瀚亞理財通,2016/12/23,18036769,NTD,19.48
T0747A 瀚亞亞太豐平衡 A,2016/12/23,38621330A,NTD,10.0948
T0747B 瀚亞亞太豐平衡 B,2016/12/23,38621330B,NTD,9.133
T0747C 瀚亞亞太豐平衡A$,2016/12/23,38621330C,USD,9.9034
T0747D 瀚亞亞太豐平衡B$,2016/12/23,38621330D,USD,8.9648
T0747E 瀚亞亞太豐平衡AA,2016/12/23,38621330E,AUD,10.532
T0747F 瀚亞亞太豐平衡BA,2016/12/23,38621330F,AUD,9.2519
T0747G 瀚亞亞太豐平衡AZ,2016/12/23,38621330G,ZAR,11.7123
T0747H 瀚亞亞太豐平衡BZ,2016/12/23,38621330H,ZAR,9.9199
T0747J 瀚亞亞太豐平衡AC,2016/12/23,38621330I,RMB,10.6543
T0747K 瀚亞亞太豐平衡BC,2016/12/23,38621330J,RMB,9.2803
T0814Y 保德信金平衡,2016/12/23,18044064,NTD,25.38
T0890A 保德信中國好平A,2016/12/23,42330171A,NTD,9.1804
T0890B 保德信中國好平B,2016/12/23,42330171B,NTD,8.9414
T0890C 保德信中國好平B$,2016/12/23,42330171C,USD,8.9229
T0890D 保德信中國好平BC,2016/12/23,42330171D,RMB,8.8816
T1114Y 摩根平衡,2016/12/23,18036846,NTD,24.99
T1117Y 摩根全球平衡,2016/12/23,99181637,NTD,13.7687
T1120A 摩根亞高息平衡 A,2016/12/23,21704027A,NTD,12.6554
T1120B 摩根亞高息平衡 B,2016/12/23,21704027B,NTD,10.6185
T1148A 摩根新興雙利A,2016/12/23,42299565A,NTD,9.0028
T1148B 摩根新興雙利B,2016/12/23,42299565B,NTD,8.4006
T1148C 摩根新興雙利B$,2016/12/23,42299565C,USD,8.2428
T1148D 摩根新興雙利BC,2016/12/23,42299565D,RMB,8.6147
T1150A 摩根中國雙息平A,2016/12/23,42319892A,NTD,10.1565
T1150B 摩根中國雙息平B,2016/12/23,42319892B,NTD,9.6827
T1150C 摩根中國雙息平AC,2016/12/23,42319892C,RMB,10.9611
T1150D 摩根中國雙息平BC,2016/12/23,42319892D,RMB,10.3165
T1207Y 華南永昌龍盈平衡,2016/12/23,18477625,NTD,18.2175
T1239A 華南多重息平衡 A,2016/12/23,38618790A,NTD,10.44
T1239B 華南多重息平衡 B,2016/12/23,38618790B,NTD,9.54
T1239C 華南多重息平衡A$,2016/12/23,38618790C,USD,10.11
T1239D 華南多重息平衡B$,2016/12/23,38618790D,USD,9.11
T1252A 華南亞太動態平 A,2016/12/23,42388911A,NTD,9.45
T1252B 華南亞太動態平 B,2016/12/23,42388911B,NTD,9.31
T1414Y 新光福運平衡,2016/12/23,99975518,NTD,15.2235
T1433A 新光美豐收平衡A,2016/12/23,42384458A,NTD,10.01
T1433B 新光美豐收平衡B,2016/12/23,42384458B,NTD,9.8
T1433C 新光美豐收平衡A$,2016/12/23,42384458C,USD,10.14
T1433D 新光美豐收平衡B$,2016/12/23,42384458D,USD,9.93
T1604Y 群益亞太新趨勢平,2016/12/23,48787295,NTD,14.87
T1616Y 群益真善美,2016/12/23,17147605,NTD,15.6874
T1617Y 群益平衡王,2016/12/23,18037845,NTD,18.0278
T1618Y 群益安家,2016/12/23,29243337,NTD,17.9958
T1656A 群益中國金采A,2016/12/23,42301416A,NTD,8.7769
