Current,,,,,,,,,,,,,
,,,,,,,,,,,,,
基金碼,基金ISIN Code,基金統編,基金全稱,幣別,經理公司,目前狀態,成立日,清算/合併日,型態,類型,公會分類,投資標的,清算/合併說明
T3703U 國泰中小成長Ia$,TW000T3703U1,18043059B,國泰中小成長證券投資信託基金 I類型美元,USD,國泰證券投資信託,Current,2019/02/11,,"國內募集,投資國內",開放,開放式中小型,小型股,
T3703Y 國泰中小成長,TW000T3703Y3,18043059A,國泰中小成長證券投資信託基金,NTD,國泰證券投資信託,Current,2001/01/10,,"國內募集,投資國內",開放,開放式中小型,小型股,
T3704Y 國泰平衡,TW000T3704Y1,18494624,國泰平衡證券投資信託基金,NTD,國泰證券投資信託,Current,2001/06/11,2018/10/17,"國內募集,投資國內",開放,平衡--一般股票型,股票+債券,被併入 T3769A  國泰亞太入息平衡基金A
T3706Y 國泰大中華,TW000T3706Y6,19291128,國泰大中華證券投資信託基金,NTD,國泰證券投資信託,Current,2002/01/31,,"國內募集,投資國內",開放,開放式中概股,股票,
T3707Y 國泰科技生化,TW000T3707Y4,14705562,國泰科技生化證券投資信託基金,NTD,國泰證券投資信託,Current,2002/07/18,,"國內募集,投資國內",開放,開放式科技類,科技股,
T3714U 國泰小龍Ia$,TW000T3714U8,01031874B,國泰小龍證券投資信託基金 I類型美元,USD,國泰證券投資信託,Current,2019/02/11,,"國內募集,投資國內",開放,開放式一般型,股票,
T3714Y 國泰小龍,TW000T3714Y0,01031874A,國泰小龍證券投資信託基金,NTD,國泰證券投資信託,Current,1994/03/09,,"國內募集,投資國內",開放,開放式一般型,股票,
T3715C 國泰全球積極B,TW000T3715C3,48681504C,國泰幸福階梯傘型證券投資信託基金之全球積極組合證券投資信託基金 新台幣 B類型,NTD,國泰證券投資信託,Current,2018/09/25,,"國內募集,投資國內外",開放,跨國股組合--一般,基金,
T3715D 國泰全球積極AA,TW000T3715D1,48681504D,國泰幸福階梯傘型證券投資信託基金之全球積極組合證券投資信託基金 澳幣 A類型,AUD,國泰證券投資信託,Current,2018/09/25,,"國內募集,投資國內外",開放,跨國股組合--一般,基金,
T3715U 國泰全球積極A$,TW000T3715U5,48681504B,國泰幸福階梯傘型證券投資信託基金之全球積極組合證券投資信託基金 美元 A類型,USD,國泰證券投資信託,Current,2014/07/01,,"國內募集,投資國內外",開放,跨國股組合--一般,基金,
T3715Y 國泰全球積極A,TW000T3715Y7,48681504A,國泰幸福階梯傘型證券投資信託基金之全球積極組合證券投資信託基金 新台幣 A類型,NTD,國泰證券投資信託,Current,2005/12/15,,"國內募集,投資國內外",開放,跨國股組合--一般,基金,
T3716Y 國泰全球穩健組合,TW000T3716Y5,48681477,國泰幸福階梯傘型證券投資信託基金之全球穩健組合證券投資信託基金,NTD,國泰證券投資信託,Current,2005/12/15,2018/04/11,"國內募集,投資國內外",開放,跨國組合--平衡型,基金,被併入 T3773A  國泰 ETF均衡組合基金 A
T3720U 國泰全球基建 $,TW000T3720U5,48832881B,國泰全球基礎建設證券投資信託基金－美元計價,USD,國泰證券投資信託,Current,2014/10/13,,"國內募集,投資國內外",開放,跨國--全球股票,股票,
T3720Y 國泰全球基礎建設,TW000T3720Y7,48832881A,國泰全球基礎建設證券投資信託基金,NTD,國泰證券投資信託,Current,2006/12/27,,"國內募集,投資國內外",開放,跨國--全球股票,股票,
T3722Y 國泰台灣計量,TW000T3722Y3,48948623,國泰台灣計量證券投資信託基金,NTD,國泰證券投資信託,Current,2007/10/25,2016/08/19,"國內募集,投資國內",開放,開放式一般型,股票,被併入 T3701Y  國泰國泰基金A
T3723U 國泰全球環保 $,TW000T3723U9,48973191B,國泰全球環保趨勢證券投資信託基金 美元計價,USD,國泰證券投資信託,Current,2014/07/01,2018/04/11,"國內募集,投資國內外",開放,跨國--全球股票,股票,被併入 T3728U  國泰新興市場 美元
T3723Y 國泰全球環保趨勢,TW000T3723Y1,48973191A,國泰全球環保趨勢證券投資信託基金,NTD,國泰證券投資信託,Current,2008/03/14,2018/04/11,"國內募集,投資國內外",開放,跨國--全球股票,股票,被併入 T3728Y  國泰新興市場
T3726C 國泰中港台 CNY,TW000T3726C0,25621998C,國泰中港台證券投資信託基金 人民幣計價,RMB,國泰證券投資信託,Current,2017/12/01,,"國內募集,投資國內外",開放,跨國--大中華區,股票,
T3726U 國泰中港台 USD,TW000T3726U2,25621998B,國泰中港台證券投資信託基金 美元計價,USD,國泰證券投資信託,Current,2014/12/01,,"國內募集,投資國內外",開放,跨國--大中華區,股票,
T3726Y 國泰中港台,TW000T3726Y4,25621998A,國泰中港台證券投資信託基金,NTD,國泰證券投資信託,Current,2009/11/30,,"國內募集,投資國內外",開放,跨國--大中華區,股票,
T3727U 國泰豐益債組合 $,TW000T3727U0,25681952B,國泰豐益債券組合證券投資信託基金－美元計價,USD,國泰證券投資信託,Current,2017/09/01,,"國內募集,投資國內外",開放,債券組合--複合式,基金,
T3727Y 國泰豐益債券組合,TW000T3727Y2,25681952A,國泰豐益債券組合證券投資信託基金,NTD,國泰證券投資信託,Current,2010/05/06,,"國內募集,投資國內外",開放,債券組合--複合式,基金,
T3728U 國泰新興市場 USD,TW000T3728U8,26203542B,國泰新興市場證券投資信託基金 美元計價,USD,國泰證券投資信託,Current,2017/06/01,,"國內募集,投資國內外",開放,跨國--新興市場,股票,
T3728Y 國泰新興市場,TW000T3728Y0,26203542A,國泰新興市場證券投資信託基金,NTD,國泰證券投資信託,Current,2010/08/19,,"國內募集,投資國內外",開放,跨國--新興市場,股票,
T3729U 國泰全球資源 USD,TW000T3729U6,26273455B,國泰全球資源證券投資信託基金－美元計價,USD,國泰證券投資信託,Current,2017/06/01,,"國內募集,投資國內外",開放,跨國--全球資源,能源股票,
T3729Y 國泰全球資源,TW000T3729Y8,26273455A,國泰全球資源證券投資信託基金,NTD,國泰證券投資信託,Current,2010/12/20,,"國內募集,投資國內外",開放,跨國--全球資源,能源股票,
T3731C 國泰中國內需$I,TW000T3731C0,26317735C,國泰中國內需增長證券投資信託基金 美元計價 I類型,USD,國泰證券投資信託,Current,2015/02/02,,"國內募集,投資國內外",開放,跨國--大中華區,股票,
T3731D 國泰中國內需 C,TW000T3731D8,26317735D,國泰中國內需增長證券投資信託基金 人民幣計價,RMB,國泰證券投資信託,Current,2017/12/01,,"國內募集,投資國內外",開放,跨國--大中華區,股票,
T3731U 國泰中國內需 $,TW000T3731U2,26317735B,國泰中國內需增長證券投資信託基金 美元計價,USD,國泰證券投資信託,Current,2014/07/01,,"國內募集,投資國內外",開放,跨國--大中華區,股票,
T3731Y 國泰中國內需增長,TW000T3731Y4,26317735A,國泰中國內需增長證券投資信託基金,NTD,國泰證券投資信託,Current,2011/06/23,,"國內募集,投資國內外",開放,跨國--大中華區,股票,
T3732A 國泰新興高收債 A,TW000T3732A2,26331835A,國泰新興高收益債券證券投資信託基金－新台幣計價 A類型,NTD,國泰證券投資信託,Current,2011/09/09,,"國內募集,投資國內外",開放,高收債--新興市場,債券,
T3732B 國泰新興高收債 B,TW000T3732B0,26331835B,國泰新興高收益債券證券投資信託基金－新台幣計價 B類型,NTD,國泰證券投資信託,Current,2011/09/09,,"國內募集,投資國內外",開放,高收債--新興市場,債券,
T3732C 國泰新興高收債A$,TW000T3732C8,26331835C,國泰新興高收益債券證券投資信託基金－美元計價 A類型,USD,國泰證券投資信託,Current,2015/01/05,,"國內募集,投資國內外",開放,高收債--新興市場,債券,
T3732D 國泰新興高收債B$,TW000T3732D6,26331835D,國泰新興高收益債券證券投資信託基金－美元計價 B類型,USD,國泰證券投資信託,Current,2015/01/05,,"國內募集,投資國內外",開放,高收債--新興市場,債券,
T3732E 國泰新興高收債AC,TW000T3732E4,26331835E,國泰新興高收益債券證券投資信託基金－人民幣計價 A類型,RMB,國泰證券投資信託,Current,2015/01/05,,"國內募集,投資國內外",開放,高收債--新興市場,債券,
T3732F 國泰新興高收債BC,TW000T3732F1,26331835F,國泰新興高收益債券證券投資信託基金－人民幣計價 B類型,RMB,國泰證券投資信託,Current,2015/01/05,,"國內募集,投資國內外",開放,高收債--新興市場,債券,
T3732G 國泰新興高收債I$,TW000T3732G9,26331835G,國泰新興高收益債券證券投資信託基金－美元計價 I類型,USD,國泰證券投資信託,Current,2015/02/02,,"國內募集,投資國內外",開放,高收債--新興市場,債券,
T3734C 國泰中新興戰略 C,TW000T3734C4,31821137C,國泰中國新興戰略證券投資信託基金－人民幣計價,RMB,國泰證券投資信託,Current,2017/12/01,,"國內募集,投資國內外",開放,跨國--大中華區,股票,
T3734U 國泰中新興戰略 $,TW000T3734U6,31821137B,國泰中國新興戰略證券投資信託基金－美元計價,USD,國泰證券投資信託,Current,2015/09/14,,"國內募集,投資國內外",開放,跨國--大中華區,股票,
T3734Y 國泰中國新興戰略,TW000T3734Y8,31821137A,國泰中國新興戰略證券投資信託基金,NTD,國泰證券投資信託,Current,2012/04/30,,"國內募集,投資國內外",開放,跨國--大中華區,股票,
T3735Y 國泰價值卓越,TW000T3735Y5,31837449,國泰價值卓越證券投資信託基金,NTD,國泰證券投資信託,Current,2012/07/04,2019/06/21,"國內募集,投資國內",開放,開放式價值型,股票,被併入 T3701Y  國泰國泰基金A
T3736Y 國泰紐幣保本基金,TW000T3736Y3,31894665,國泰紐幣保本證券投資信託基金,NZD,國泰證券投資信託,Current,2012/10/26,,"國內募集,投資國內外",開放,保本型,保本型,
T3737A 國泰策略高收債 A,TW000T3737A1,31913488A,國泰策略高收益債券證券投資信託基金 A類型,NTD,國泰證券投資信託,Current,2013/01/09,2019/06/21,"國內募集,投資國內外",開放,高收債--全球,債券,被併入 T3775A  國泰主順資抵押高收債A
T3737B 國泰策略高收債 B,TW000T3737B9,31913488B,國泰策略高收益債券證券投資信託基金 B類型,NTD,國泰證券投資信託,Current,2013/01/09,2019/06/21,"國內募集,投資國內外",開放,高收債--全球,債券,被併入 T3775B  國泰主順資抵押高收債B
T3737C 國泰策略高收債A$,TW000T3737C7,31913488C,國泰策略高收益債券證券投資信託基金 A類型－美元計價,USD,國泰證券投資信託,Current,2016/12/08,2019/06/21,"國內募集,投資國內外",開放,高收債--全球,債券,被併入 T3775D  國泰主順資抵押高收債A$
T3737D 國泰策略高收債B$,TW000T3737D5,31913488D,國泰策略高收益債券證券投資信託基金 B類型－美元計價,USD,國泰證券投資信託,Current,2016/12/08,2019/06/21,"國內募集,投資國內外",開放,高收債--全球,債券,被併入 T3775E  國泰主順資抵押高收債B$
T3739Y 國泰紐幣八年保本,TW000T3739Y7,31939641,國泰紐幣八年期保本證券投資信託基金,NZD,國泰證券投資信託,Current,2013/10/24,,"國內募集,投資國內外",開放,保本型,保本型,
T3740U 國泰人民幣貨幣$A,TW000T3740U3,38482908B,國泰中國傘型證券投資信託基金之國泰人民幣貨幣市場證券投資信託基金－美元計價 A類型,USD,國泰證券投資信託,Current,2014/03/25,,"國內募集,投資國內外",開放,海外貨幣市場,貨幣,
T3740Y 國泰人民幣貨幣,TW000T3740Y5,38482908A,國泰中國傘型證券投資信託基金之國泰人民幣貨幣市場證券投資信託基金,RMB,國泰證券投資信託,Current,2013/12/03,,"國內募集,投資國內外",開放,海外貨幣市場,貨幣,
T3741U 國泰中國新債USDA,TW000T3741U1,38482914B,國泰中國傘型證券投資信託基金之國泰中國新興債券證券投資信託基金－美元計價 A類型,USD,國泰證券投資信託,Current,2014/12/22,,"國內募集,投資國內外",開放,投資債--中國大陸,債券,
T3741Y 國泰中國新興債券,TW000T3741Y3,38482914A,國泰中國傘型證券投資信託基金之國泰中國新興債券證券投資信託基金,NTD,國泰證券投資信託,Current,2013/12/03,,"國內募集,投資國內外",開放,投資債--中國大陸,債券,
T3743A 國泰全多重平衡 A,TW000T3743A9,38582842A,國泰收益傘型證券投資信託基金－全球多重收益平衡證券投資信託基金 A類型,NTD,國泰證券投資信託,Current,2014/08/06,,"國內募集,投資國內外",開放,跨國平衡-全球型,股票+債券,
T3743B 國泰全多重平衡 B,TW000T3743B7,38582842B,國泰收益傘型證券投資信託基金－全球多重收益平衡證券投資信託基金 B類型,NTD,國泰證券投資信託,Current,2014/08/06,,"國內募集,投資國內外",開放,跨國平衡-全球型,股票+債券,
T3743C 國泰全多重平衡A$,TW000T3743C5,38582842C,國泰收益傘型證券投資信託基金－全球多重收益平衡證券投資信託基金 A類型－美元,USD,國泰證券投資信託,Current,2014/08/06,,"國內募集,投資國內外",開放,跨國平衡-全球型,股票+債券,
T3743D 國泰全多重平衡B$,TW000T3743D3,38582842D,國泰收益傘型證券投資信託基金－全球多重收益平衡證券投資信託基金 B類型－美元,USD,國泰證券投資信託,Current,2014/08/06,,"國內募集,投資國內外",開放,跨國平衡-全球型,股票+債券,
T3743E 國泰全多重平衡I$,TW000T3743E1,38582842E,國泰收益傘型證券投資信託基金－全球多重收益平衡證券投資信託基金 I類型－美元,USD,國泰證券投資信託,Current,2015/02/02,,"國內募集,投資國內外",開放,跨國平衡-全球型,股票+債券,
T3743F 國泰全多重平衡AA,TW000T3743F8,38582842F,國泰收益傘型證券投資信託基金－全球多重收益平衡證券投資信託基金 A類型－澳幣,AUD,國泰證券投資信託,Current,2015/11/16,,"國內募集,投資國內外",開放,跨國平衡-全球型,股票+債券,
T3744Y 國泰紐幣2021保本,TW000T3744Y7,38582836,國泰收益傘型證券投資信託基金－紐幣2021保本證券投資信託基金,NZD,國泰證券投資信託,Current,2014/08/06,,"國內募集,投資國內外",開放,保本型,保本型,
T3745A 國泰亞洲成長,TW000T3745A4,38600412A,國泰亞洲成長證券投資信託基金－新臺幣計價,NTD,國泰證券投資信託,Current,2014/12/18,,"國內募集,投資國內外",開放,跨國投資--亞洲,股票,
T3745B 國泰亞洲成長 $,TW000T3745B2,38600412B,國泰亞洲成長證券投資信託基金－美元計價,USD,國泰證券投資信託,Current,2014/12/18,,"國內募集,投資國內外",開放,跨國投資--亞洲,股票,
T3767A 國泰歐洲精選基金,TW000T3767A8,42305546A,國泰歐洲精選證券投資信託基金,NTD,國泰證券投資信託,Current,2015/07/01,,"國內募集,投資國內外",開放,跨國投資--歐洲,股票,
T3767B 國泰歐洲精選 $,TW000T3767B6,42305546B,國泰歐洲精選證券投資信託基金 美元計價,USD,國泰證券投資信託,Current,2015/07/01,,"國內募集,投資國內外",開放,跨國投資--歐洲,股票,
T3768A 國泰中國高收債A,TW000T3768A6,42313481A,國泰中國高收益債券證券投資信託基金－新台幣計價 A類型,NTD,國泰證券投資信託,Current,2015/09/10,,"國內募集,投資國內外",開放,高收債--中國大陸,債券,
T3768B 國泰中國高收債B,TW000T3768B4,42313481B,國泰中國高收益債券證券投資信託基金－新台幣計價 B類型,NTD,國泰證券投資信託,Current,2015/09/10,,"國內募集,投資國內外",開放,高收債--中國大陸,債券,
